0	2.844041
1	2.844307
2	2.844593
3	2.844897
4	2.845221
5	2.845567
6	2.845934
7	2.846325
8	2.846740
9	2.847181
10	2.847650
11	2.848147
12	2.848675
13	2.849231
14	2.849817
15	2.850424
16	2.851049
17	2.851687
18	2.852335
19	2.852990
20	2.853652
21	2.854319
22	2.854992
23	2.855672
24	2.856365
25	2.857077
26	2.857813
27	2.858581
28	2.859386
29	2.860230
30	2.861114
31	2.862036
32	2.862995
33	2.863986
34	2.865002
35	2.866034
36	2.867069
37	2.868097
38	2.869110
39	2.870107
40	2.871087
41	2.872052
42	2.873003
43	2.873942
44	2.874869
45	2.875784
46	2.876690
47	2.877590
48	2.878489
49	2.879387
50	2.880285
51	2.881181
52	2.882074
53	2.882966
54	2.883858
55	2.884753
56	2.885650
57	2.886549
58	2.887441
59	2.888320
60	2.889180
61	2.890017
62	2.890827
63	2.891608
64	2.892356
65	2.893069
66	2.893744
67	2.894383
68	2.894991
69	2.895571
70	2.896130
71	2.896670
72	2.897194
73	2.897703
74	2.898199
75	2.898683
76	2.899156
77	2.899619
78	2.900070
79	2.900505
80	2.900918
81	2.901306
82	2.901668
83	2.902000
84	2.902303
85	2.902577
86	2.902821
87	2.903034
88	2.903219
89	2.903374
90	2.903503
91	2.903606
92	2.903685
93	2.903740
94	2.903773
95	2.903783
96	2.903772
97	2.903740
98	2.903688
99	2.903616
100	2.903524
101	2.903414
102	2.903285
103	2.903138
104	2.902973
105	2.902793
106	2.902594
107	2.902380
108	2.902150
109	2.901907
110	2.901651
111	2.901384
112	2.901106
113	2.900817
114	2.900517
115	2.900205
116	2.899884
117	2.899551
118	2.899206
119	2.898847
120	2.898469
121	2.898070
122	2.897649
123	2.897203
124	2.896732
125	2.896234
126	2.895709
127	2.895157
128	2.894581
129	2.893985
130	2.893378
131	2.892770
132	2.892168
133	2.891575
134	2.890994
135	2.890424
136	2.889865
137	2.889318
138	2.888781
139	2.888249
140	2.887719
141	2.887185
142	2.886642
143	2.886088
144	2.885520
145	2.884942
146	2.884353
147	2.883756
148	2.883152
149	2.882543
150	2.881931
151	2.881321
152	2.880721
153	2.880133
154	2.879560
155	2.878999
156	2.878450
157	2.877913
158	2.877389
159	2.876882
160	2.876392
161	2.875924
162	2.875475
163	2.875043
164	2.874630
165	2.874235
166	2.873859
167	2.873503
168	2.873165
169	2.872846
170	2.872542
171	2.872254
172	2.871982
173	2.871727
174	2.871492
175	2.871279
176	2.871091
177	2.870928
178	2.870792
179	2.870683
180	2.870604
181	2.870552
182	2.870527
183	2.870530
184	2.870559
185	2.870615
186	2.870697
187	2.870806
188	2.870941
189	2.871104
190	2.871294
191	2.871513
192	2.871763
193	2.872043
194	2.872355
195	2.872697
196	2.873070
197	2.873474
198	2.873909
199	2.874376
200	2.874876
201	2.875409
202	2.875971
203	2.876561
204	2.877173
205	2.877808
206	2.878464
207	2.879140
208	2.879834
209	2.880544
210	2.881268
211	2.882007
212	2.882766
213	2.883551
214	2.884371
215	2.885232
216	2.886138
217	2.887093
218	2.888102
219	2.889168
220	2.890297
221	2.891493
222	2.892751
223	2.894059
224	2.895401
225	2.896757
226	2.898117
227	2.899472
228	2.900820
229	2.902160
230	2.903492
231	2.904815
232	2.906129
233	2.907439
234	2.908754
235	2.910088
236	2.911454
237	2.912861
238	2.914315
239	2.915821
240	2.917379
241	2.918993
242	2.920663
243	2.922391
244	2.924170
245	2.925990
246	2.927832
247	2.929680
248	2.931524
249	2.933358
250	2.935181
251	2.936987
252	2.938771
253	2.940530
254	2.942261
255	2.943971
256	2.945668
257	2.947357
258	2.949044
259	2.950730
260	2.952411
261	2.954087
262	2.955758
263	2.957430
264	2.959113
265	2.960816
266	2.962539
267	2.964284
268	2.966047
269	2.967828
270	2.969628
271	2.971450
272	2.973292
273	2.975146
274	2.976993
275	2.978812
276	2.980583
277	2.982293
278	2.983941
279	2.985527
280	2.987054
281	2.988526
282	2.989948
283	2.991328
284	2.992678
285	2.994010
286	2.995337
287	2.996669
288	2.998015
289	2.999376
290	3.000751
291	3.002135
292	3.003523
293	3.004908
294	3.006282
295	3.007632
296	3.008947
297	3.010216
298	3.011434
299	3.012599
300	3.013712
301	3.014773
302	3.015781
303	3.016735
304	3.017634
305	3.018479
306	3.019272
307	3.020015
308	3.020711
309	3.021360
310	3.021964
311	3.022524
312	3.023040
313	3.023516
314	3.023953
315	3.024352
316	3.024714
317	3.025037
318	3.025319
319	3.025557
320	3.025750
321	3.025897
322	3.025998
323	3.026055
324	3.026066
325	3.026035
326	3.025964
327	3.025851
328	3.025700
329	3.025508
330	3.025275
331	3.024997
332	3.024675
333	3.024304
334	3.023884
335	3.023411
336	3.022881
337	3.022294
338	3.021649
339	3.020949
340	3.020197
341	3.019397
342	3.018551
343	3.017660
344	3.016722
345	3.015738
346	3.014711
347	3.013641
348	3.012533
349	3.011389
350	3.010208
351	3.008990
352	3.007737
353	3.006450
354	3.005133
355	3.003787
356	3.002410
357	3.000997
358	2.999541
359	2.998031
360	2.996460
361	2.994819
362	2.993106
363	2.991316
364	2.989445
365	2.987489
366	2.985446
367	2.983322
368	2.981133
369	2.978895
370	2.976627
371	2.974345
372	2.972056
373	2.969767
374	2.967476
375	2.965186
376	2.962895
377	2.960600
378	2.958292
379	2.955959
380	2.953583
381	2.951149
382	2.948645
383	2.946061
384	2.943389
385	2.940624
386	2.937760
387	2.934793
388	2.931722
389	2.928553
390	2.925300
391	2.921986
392	2.918634
393	2.915267
394	2.911900
395	2.908545
396	2.905213
397	2.901911
398	2.898643
399	2.895405
400	2.892191
401	2.888986
402	2.885775
403	2.882541
404	2.879272
405	2.875957
406	2.872589
407	2.869159
408	2.865659
409	2.862080
410	2.858420
411	2.854681
412	2.850870
413	2.846997
414	2.843077
415	2.839125
416	2.835155
417	2.831185
418	2.827235
419	2.823324
420	2.819475
421	2.815705
422	2.812024
423	2.808435
424	2.804937
425	2.801524
426	2.798188
427	2.794913
428	2.791686
429	2.788491
430	2.785311
431	2.782131
432	2.778942
433	2.775735
434	2.772510
435	2.769270
436	2.766028
437	2.762794
438	2.759587
439	2.756430
440	2.753345
441	2.750345
442	2.747444
443	2.744650
444	2.741965
445	2.739391
446	2.736924
447	2.734560
448	2.732294
449	2.730121
450	2.728036
451	2.726033
452	2.724108
453	2.722258
454	2.720481
455	2.718773
456	2.717128
457	2.715543
458	2.714014
459	2.712539
460	2.711119
461	2.709758
462	2.708460
463	2.707232
464	2.706083
465	2.705021
466	2.704056
467	2.703196
468	2.702449
469	2.701815
470	2.701297
471	2.700890
472	2.700591
473	2.700397
474	2.700305
475	2.700315
476	2.700427
477	2.700643
478	2.700966
479	2.701401
480	2.701952
481	2.702625
482	2.703419
483	2.704332
484	2.705360
485	2.706497
486	2.707734
487	2.709064
488	2.710475
489	2.711961
490	2.713515
491	2.715133
492	2.716817
493	2.718567
494	2.720387
495	2.722281
496	2.724250
497	2.726293
498	2.728411
499	2.730607
500	2.732885
501	2.735250
502	2.737703
503	2.740249
504	2.742888
505	2.745626
506	2.748467
507	2.751418
508	2.754483
509	2.757662
510	2.760948
511	2.764321
512	2.767759
513	2.771240
514	2.774747
515	2.778262
516	2.781768
517	2.785248
518	2.788692
519	2.792095
520	2.795463
521	2.798805
522	2.802137
523	2.805478
524	2.808842
525	2.812239
526	2.815678
527	2.819169
528	2.822725
529	2.826352
530	2.830054
531	2.833821
532	2.837639
533	2.841485
534	2.845340
535	2.849184
536	2.853001
537	2.856773
538	2.860484
539	2.864116
540	2.867651
541	2.871082
542	2.874409
543	2.877642
544	2.880796
545	2.883879
546	2.886900
547	2.889870
548	2.892799
549	2.895704
550	2.898599
551	2.901496
552	2.904406
553	2.907328
554	2.910259
555	2.913188
556	2.916104
557	2.918998
558	2.921862
559	2.924680
560	2.927432
561	2.930100
562	2.932671
563	2.935138
564	2.937500
565	2.939762
566	2.941929
567	2.944007
568	2.946001
569	2.947917
570	2.949763
571	2.951552
572	2.953296
573	2.955007
574	2.956690
575	2.958349
576	2.959986
577	2.961601
578	2.963192
579	2.964761
580	2.966301
581	2.967808
582	2.969271
583	2.970679
584	2.972021
585	2.973294
586	2.974499
587	2.975637
588	2.976711
589	2.977723
590	2.978675
591	2.979570
592	2.980414
593	2.981210
594	2.981964
595	2.982678
596	2.983353
597	2.983991
598	2.984590
599	2.985150
600	2.985673
601	2.986160
602	2.986609
603	2.987022
604	2.987397
605	2.987733
606	2.988030
607	2.988288
608	2.988507
609	2.988687
610	2.988828
611	2.988930
612	2.988994
613	2.989020
614	2.989011
615	2.988966
616	2.988889
617	2.988779
618	2.988637
619	2.988464
620	2.988259
621	2.988020
622	2.987746
623	2.987435
624	2.987085
625	2.986694
626	2.986265
627	2.985799
628	2.985299
629	2.984769
630	2.984210
631	2.983630
632	2.983032
633	2.982421
634	2.981801
635	2.981171
636	2.980530
637	2.979876
638	2.979204
639	2.978513
640	2.977799
641	2.977062
642	2.976298
643	2.975506
644	2.974680
645	2.973819
646	2.972923
647	2.971992
648	2.971028
649	2.970033
650	2.969004
651	2.967943
652	2.966850
653	2.965726
654	2.964579
655	2.963416
656	2.962245
657	2.961073
658	2.959903
659	2.958735
660	2.957575
661	2.956426
662	2.955288
663	2.954160
664	2.953037
665	2.951910
666	2.950771
667	2.949612
668	2.948429
669	2.947216
670	2.945971
671	2.944692
672	2.943376
673	2.942021
674	2.940631
675	2.939216
676	2.937788
677	2.936358
678	2.934934
679	2.933520
680	2.932117
681	2.930727
682	2.929352
683	2.927994
684	2.926653
685	2.925328
686	2.924015
687	2.922707
688	2.921397
689	2.920082
690	2.918762
691	2.917436
692	2.916100
693	2.914751
694	2.913382
695	2.911991
696	2.910573
697	2.909132
698	2.907673
699	2.906200
700	2.904719
701	2.903234
702	2.901747
703	2.900267
704	2.898802
705	2.897363
706	2.895954
707	2.894575
708	2.893223
709	2.891893
710	2.890579
711	2.889277
712	2.887983
713	2.886692
714	2.885400
715	2.884099
716	2.882781
717	2.881438
718	2.880071
719	2.878680
720	2.877270
721	2.875844
722	2.874407
723	2.872963
724	2.871518
725	2.870082
726	2.868666
727	2.867279
728	2.865931
729	2.864624
730	2.863356
731	2.862124
732	2.860925
733	2.859756
734	2.858613
735	2.857492
736	2.856386
737	2.855287
738	2.854189
739	2.853087
740	2.851980
741	2.850869
742	2.849756
743	2.848646
744	2.847539
745	2.846440
746	2.845350
747	2.844277
748	2.843226
749	2.842201
750	2.841204
751	2.840235
752	2.839292
753	2.838375
754	2.837485
755	2.836621
756	2.835784
757	2.834977
758	2.834198
759	2.833444
760	2.832715
761	2.832010
762	2.831328
763	2.830668
764	2.830030
765	2.829410
766	2.828807
767	2.828219
768	2.827646
769	2.827090
770	2.826552
771	2.826037
772	2.825547
773	2.825085
774	2.824654
775	2.824256
776	2.823892
777	2.823565
778	2.823272
779	2.823013
780	2.822786
781	2.822589
782	2.822420
783	2.822278
784	2.822163
785	2.822073
786	2.822010
787	2.821973
788	2.821962
789	2.821980
790	2.822025
791	2.822100
792	2.822204
793	2.822337
794	2.822498
795	2.822687
796	2.822904
797	2.823146
798	2.823412
799	2.823702
800	2.824012
801	2.824343
802	2.824694
803	2.825064
804	2.825452
805	2.825859
806	2.826283
807	2.826725
808	2.827187
809	2.827672
810	2.828180
811	2.828715
812	2.829279
813	2.829872
814	2.830495
815	2.831148
816	2.831831
817	2.832541
818	2.833275
819	2.834027
820	2.834790
821	2.835557
822	2.836324
823	2.837089
824	2.837850
825	2.838607
826	2.839361
827	2.840114
828	2.840868
829	2.841625
830	2.842391
831	2.843170
832	2.843964
833	2.844777
834	2.845609
835	2.846459
836	2.847328
837	2.848215
838	2.849119
839	2.850037
840	2.850966
841	2.851902
842	2.852840
843	2.853778
844	2.854713
845	2.855641
846	2.856563
847	2.857476
848	2.858377
849	2.859267
850	2.860143
851	2.861008
852	2.861862
853	2.862709
854	2.863551
855	2.864389
856	2.865228
857	2.866070
858	2.866920
859	2.867778
860	2.868649
861	2.869535
862	2.870436
863	2.871348
864	2.872270
865	2.873197
866	2.874124
867	2.875044
868	2.875952
869	2.876841
870	2.877706
871	2.878544
872	2.879353
873	2.880134
874	2.880888
875	2.881619
876	2.882330
877	2.883024
878	2.883708
879	2.884385
880	2.885060
881	2.885737
882	2.886418
883	2.887107
884	2.887803
885	2.888506
886	2.889214
887	2.889926
888	2.890638
889	2.891345
890	2.892043
891	2.892730
892	2.893399
893	2.894050
894	2.894682
895	2.895294
896	2.895887
897	2.896461
898	2.897018
899	2.897557
900	2.898082
901	2.898592
902	2.899091
903	2.899578
904	2.900055
905	2.900524
906	2.900985
907	2.901440
908	2.901887
909	2.902329
910	2.902765
911	2.903194
912	2.903615
913	2.904025
914	2.904423
915	2.904807
916	2.905175
917	2.905527
918	2.905861
919	2.906177
920	2.906475
921	2.906757
922	2.907024
923	2.907276
924	2.907517
925	2.907747
926	2.907967
927	2.908177
928	2.908379
929	2.908572
930	2.908757
931	2.908931
932	2.909095
933	2.909247
934	2.909387
935	2.909512
936	2.909621
937	2.909714
938	2.909790
939	2.909848
940	2.909888
941	2.909909
942	2.909912
943	2.909895
944	2.909861
945	2.909807
946	2.909736
947	2.909646
948	2.909539
949	2.909415
950	2.909274
951	2.909117
952	2.908943
953	2.908752
954	2.908542
955	2.908314
956	2.908067
957	2.907798
958	2.907508
959	2.907196
960	2.906862
961	2.906508
962	2.906137
963	2.905750
964	2.905349
965	2.904937
966	2.904514
967	2.904082
968	2.903638
969	2.903182
970	2.902712
971	2.902224
972	2.901713
973	2.901177
974	2.900611
975	2.900010
976	2.899373
977	2.898699
978	2.897986
979	2.897237
980	2.896453
981	2.895639
982	2.894802
983	2.893948
984	2.893081
985	2.892209
986	2.891332
987	2.890454
988	2.889575
989	2.888695
990	2.887814
991	2.886930
992	2.886044
993	2.885149
994	2.884248
995	2.883335
996	2.882410
997	2.881470
998	2.880514
999	2.879542
1000	2.878552
1001	2.877541
1002	2.876511
1003	2.875460
1004	2.874392
1005	2.873307
1006	2.872213
1007	2.871112
1008	2.870011
1009	2.868915
1010	2.867829
1011	2.866759
1012	2.865709
1013	2.864683
1014	2.863683
1015	2.862707
1016	2.861755
1017	2.860825
1018	2.859913
1019	2.859019
1020	2.858140
1021	2.857273
1022	2.856416
1023	2.855567
1024	2.854722
1025	2.853882
1026	2.853048
1027	2.852220
1028	2.851402
1029	2.850597
1030	2.849808
1031	2.849039
1032	2.848294
1033	2.847578
1034	2.846894
1035	2.846247
1036	2.845636
1037	2.845062
1038	2.844526
1039	2.844024
1040	2.843556
1041	2.843122
1042	2.842717
1043	2.842342
1044	2.841996
1045	2.841676
1046	2.841385
1047	2.841121
1048	2.840887
1049	2.840684
1050	2.840513
1051	2.840377
1052	2.840278
1053	2.840215
1054	2.840191
1055	2.840206
1056	2.840259
1057	2.840349
1058	2.840477
1059	2.840641
1060	2.840841
1061	2.841075
1062	2.841344
1063	2.841647
1064	2.841985
1065	2.842358
1066	2.842768
1067	2.843219
1068	2.843710
1069	2.844245
1070	2.844828
1071	2.845459
1072	2.846141
1073	2.846877
1074	2.847667
1075	2.848511
1076	2.849405
1077	2.850345
1078	2.851324
1079	2.852334
1080	2.853368
1081	2.854422
1082	2.855488
1083	2.856564
1084	2.857650
1085	2.858747
1086	2.859857
1087	2.860986
1088	2.862142
1089	2.863328
1090	2.864553
1091	2.865820
1092	2.867132
1093	2.868492
1094	2.869903
1095	2.871363
1096	2.872870
1097	2.874418
1098	2.876001
1099	2.877611
1100	2.879241
1101	2.880887
1102	2.882544
1103	2.884211
1104	2.885885
1105	2.887561
1106	2.889235
1107	2.890902
1108	2.892562
1109	2.894214
1110	2.895857
1111	2.897490
1112	2.899116
1113	2.900734
1114	2.902349
1115	2.903966
1116	2.905593
1117	2.907240
1118	2.908915
1119	2.910624
1120	2.912369
1121	2.914151
1122	2.915967
1123	2.917814
1124	2.919683
1125	2.921561
1126	2.923434
1127	2.925283
1128	2.927096
1129	2.928860
1130	2.930571
1131	2.932232
1132	2.933846
1133	2.935422
1134	2.936964
1135	2.938482
1136	2.939981
1137	2.941473
1138	2.942965
1139	2.944468
1140	2.945988
1141	2.947529
1142	2.949088
1143	2.950663
1144	2.952250
1145	2.953846
1146	2.955447
1147	2.957048
1148	2.958644
1149	2.960225
1150	2.961781
1151	2.963308
1152	2.964801
1153	2.966261
1154	2.967689
1155	2.969083
1156	2.970443
1157	2.971770
1158	2.973063
1159	2.974325
1160	2.975561
1161	2.976778
1162	2.977981
1163	2.979172
1164	2.980355
